idx,pattern,mean_loss,std_loss
340,rising,0.077582315,0.08296435
341,rising,0.068170615,0.033888623
342,rising,0.045342598,0.027847655
343,rising,0.025994543,0.0327374
344,rising,0.02320442,0.033556163
345,stable,0.04854585,0.16488007
346,rising,0.018009935,0.012715056
347,stable,0.045052662,0.1708643
348,stable,0.019459644,0.023008125
349,stable,0.025652999,0.014570203
350,stable,0.028682798,0.023061333
351,stable,0.06579728,0.17128281
352,falling,0.04901978,0.021488884
353,falling,0.04990087,0.036225446
354,falling,0.0515252,0.033909332
355,falling,0.06505099,0.1059647
356,falling,0.052528583,0.0503784
357,falling,0.04361542,0.019608608
358,stable,0.049986657,0.05736122
359,stable,0.05966765,0.075071685
360,stable,0.052623894,0.012171646
361,stable,0.029816441,0.01238495
362,stable,0.033388924,0.016913665
363,stable,0.057591625,0.083143994
364,stable,0.046144012,0.008866425
365,rising,0.060909383,0.03369242
366,rising,0.058723066,0.03907348
367,rising,0.049711157,0.020504907
368,rising,0.065467015,0.051201113
369,rising,0.070422195,0.02653828
370,stable,0.06851541,0.036878087
371,stable,0.06287513,0.041035373
372,stable,0.07399673,0.060631867
373,stable,0.055230904,0.02286025
374,stable,0.043049227,0.01969455
375,stable,0.08588833,0.22440633
376,falling,0.042241164,0.012912068
377,falling,0.050722368,0.029451603
378,falling,0.048921473,0.016217567
379,falling,0.06005945,0.108232334
380,falling,0.036375307,0.020483652
381,falling,0.029776495,0.017604465
382,stable,0.031239202,0.04303263
383,stable,0.029718997,0.02203702
384,stable,0.028987443,0.026422722
385,stable,0.033065964,0.026818521
386,stable,0.04436216,0.03116832
387,rising,0.046422347,0.06276424
388,rising,0.047906835,0.04313821
389,rising,0.06172092,0.10890732
390,rising,0.033724677,0.03087955
391,rising,0.05407784,0.15579224
392,rising,0.035937574,0.057436977
393,rising,0.04236471,0.05940568
394,stable,0.07888412,0.19465567
395,stable,0.0466183,0.0355498
396,stable,0.08322827,0.21803996
397,stable,0.04733635,0.039788317
398,stable,0.058302347,0.103332445
399,stable,0.0426839,0.06435926
400,falling,0.03941189,0.030335039
401,falling,0.050677314,0.108986825
402,falling,0.062217876,0.13121018
403,falling,0.06082837,0.087231785
404,falling,0.071863204,0.040926207
405,stable,0.06842705,0.035181355
406,stable,0.07414632,0.03909244
407,stable,0.073256515,0.038128532
408,stable,0.06715964,0.015979812
409,stable,0.07798709,0.029048022
410,stable,0.07178381,0.03462241
411,stable,0.07756672,0.043295678
412,stable,0.07790707,0.072875574
413,rising,0.07423869,0.03645075
414,rising,0.07407859,0.05052991
415,rising,0.043268986,0.028607355
416,stable,0.03877253,0.051162045
417,stable,0.03438524,0.024038889
418,stable,0.04278985,0.03615362
419,stable,0.08953374,0.2818693
420,stable,0.08458116,0.24069718
421,stable,0.084189564,0.24254364
422,stable,0.039129972,0.04877688
423,stable,0.037393928,0.04977672
424,falling,0.04244474,0.056405693
425,falling,0.037755035,0.05499284
426,falling,0.055801388,0.12841168
427,falling,0.050350104,0.09477808
428,falling,0.04624523,0.08152745
429,stable,0.043251984,0.057090454
430,stable,0.033038773,0.026795136
431,stable,0.032742348,0.018828217
432,stable,0.030640753,0.046775486
433,stable,0.03301374,0.05756412
434,stable,0.027550237,0.039946064
435,stable,0.021408992,0.035897404
436,rising,0.035627656,0.06428766
437,rising,0.057745796,0.124822855
438,rising,0.06574185,0.16054344
439,rising,0.06275529,0.05015648
440,rising,0.07557603,0.03862347
441,rising,0.07606698,0.050098177
442,stable,0.11668187,0.2970996
443,stable,0.08921177,0.098630436
444,stable,0.15152673,0.3407155
445,stable,0.14817382,0.08222218
446,stable,0.14218093,0.07281201
447,stable,0.15317795,0.0834703
448,falling,0.20148428,0.30894676
449,falling,0.1324622,0.06335982
450,falling,0.1268187,0.07067234
451,falling,0.122462004,0.13060804
452,falling,0.091202505,0.036466993
453,falling,0.10025268,0.0708077
454,stable,0.09461909,0.035923146
455,stable,0.0926622,0.0698992
456,stable,0.06808711,0.05912864
457,stable,0.0463601,0.031940114
458,stable,0.057668693,0.054070193
459,rising,0.038991462,0.033185326
460,rising,0.048467055,0.069286816
461,rising,0.054083157,0.109197214
462,rising,0.062103204,0.114943
463,rising,0.057865363,0.16515201
464,rising,0.048957575,0.115911074
465,rising,0.04301946,0.04742317
466,stable,0.05217643,0.11884559
467,stable,0.049129926,0.066496834
468,stable,0.088735186,0.290386
469,stable,0.07855117,0.22584936
470,stable,0.037572186,0.020341728
471,stable,0.045704253,0.05618122
472,stable,0.0567713,0.054096963
473,falling,0.040762853,0.043107744
474,falling,0.057529505,0.14354198
475,falling,0.042107392,0.035846863
476,falling,0.041498005,0.04579216
477,stable,0.04271238,0.03303891
478,falling,0.049021196,0.05945106
479,stable,0.066846184,0.05747351
480,stable,0.068691015,0.016192727
481,stable,0.09003841,0.029105254
482,stable,0.11091937,0.07850606
483,stable,0.11461083,0.09539337
484,rising,0.096255474,0.093074225
485,rising,0.0789975,0.060487248
486,rising,0.090022914,0.104456745
487,rising,0.08083589,0.15194179
488,rising,0.08664525,0.08425871
489,rising,0.10843693,0.2828587
490,stable,0.08763621,0.09481994
491,stable,0.03537085,0.054201804
492,stable,0.028918432,0.059671625
