idx,pattern,mean_loss,std_loss
761,falling,0.020248784,0.021146277
762,falling,0.025008533,0.018952196
763,falling,0.033450376,0.041930303
764,falling,0.029670667,0.006770956
765,stable,0.04793167,0.031888124
766,stable,0.04535326,0.02364905
767,stable,0.042359464,0.010495303
768,stable,0.043240704,0.0138345
769,stable,0.04627605,0.0087593915
770,stable,0.070382826,0.054543298
771,rising,0.07696874,0.08307155
772,rising,0.06771241,0.010426103
773,rising,0.091101445,0.109110095
774,rising,0.07973159,0.017267028
775,rising,0.053711995,0.011287975
776,rising,0.046425354,0.008393859
777,rising,0.04629934,0.02024751
778,stable,0.058767505,0.05344441
779,stable,0.07505993,0.05807332
780,stable,0.06790495,0.0203983
781,stable,0.09060267,0.05379441
782,stable,0.09335276,0.10239066
783,stable,0.06772676,0.0741398
784,stable,0.06898309,0.032710183
785,falling,0.06375668,0.023286909
786,falling,0.04754823,0.015727978
787,falling,0.08477733,0.024639996
788,falling,0.085203215,0.017255504
789,falling,0.08889794,0.08139721
790,stable,0.12051105,0.28815076
791,stable,0.06851537,0.039782934
792,stable,0.0833594,0.0426689
793,stable,0.10706069,0.17780383
794,stable,0.09542256,0.16177116
795,stable,0.05179913,0.022800999
796,rising,0.07004395,0.105453774
797,rising,0.051928423,0.012024826
798,rising,0.054499604,0.013419916
799,rising,0.02813706,0.009125429
800,rising,0.030851062,0.010098298
801,stable,0.039869346,0.035484537
802,stable,0.031228123,0.009852232
803,stable,0.051724873,0.06502805
804,stable,0.059341747,0.07598665
805,stable,0.043453217,0.041159064
806,stable,0.042363126,0.018168658
807,stable,0.059128635,0.050339963
808,falling,0.05537032,0.030251434
809,falling,0.060129788,0.01947416
810,falling,0.052938696,0.021761006
811,falling,0.052930333,0.08738736
812,falling,0.04931065,0.016626049
